link;titulo;moneda;precio;descripcion;ubicacion;condicion;Superficie total;Superficie cubierta;Dormitorios;Baños;Cantidad de pisos;Apartamentos por piso;Número de piso de la unidad;Disposición;Antigüedad;Gastos comunes;caracteristicas_ambientes;Cocheras;Ambientes;Orientación;Tipo de departamento;Bodegas;Acceso;Tipo de cochera;Tipo de cobertura;Metros de frente;Metros de fondo;Forma del terreno;Disposición del lote;Tipo de casa
https://apartamento.mercadolibre.com.uy/MLU-478739980-apartamentos-venta-pocitos-montevideo-apartamento-de-3-dormitorios-en-venta-punta-carretas-_JM#position=28&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Pocitos;U$S;350.000;Muy cómodo Apartamento en venta en el corazón de Punta Carretas, a pocos metros de la Rambla.Un apartamento por piso. La planta cuenta con doble circulación. Puertas de acceso blindadas. Amplio living comedor al frente con salida a balcón. Baño social.Estar con comedor diario. 3 dormitorios con placares de buenas dimensiones. 2 baños completos, el principal en suite. Cocina con doble mesada. Lavadero. Dormitorio y baño de servicio.Garaje amplio para un auto.Gastos comunes $ 17.000Portería temporal de 8 a 16 hs.Calefacción central eléctrica de alta eficiencia.;Pocitos, Montevideo;Vende;178 m²;172 m²;3;2;;;;;;;;1;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478718289-apartamento-a-estrenar-en-punta-carretas-2-dormitorios-_JM#position=29&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;21 De Septiembre Y Williman 1111, Punta Carretas;U$S;303.500;Pasado y presente se fusionan en una singular propuesta que realza la naturaleza icónica de la esquina de 21 de setiembre y Williman. Una moderna torre vidriada de 15 pisos se eleva por detrás de una antigua construcción, respetando cada centímetro cuadrado de su fachada para conformar un todo armónico y funcional. Las residencias se ubican a partir del segundo piso. En el punto más alto del edificio se ubica un salón divisible con increíbles vistas a la ciudad y dos barbacoas de uso común. Características de la unidad:1 Dormitorio con baño en suite, terraza y amplio placard 1 Dormitorio con placard 1 Vestidor1 Baño completo1 Living comedor con terraza1 Cocina IntegradaLavaderoGastos de ocupación 4%.Garage disponible se comercializa de forma independiente.;Punta Carretas, Montevideo;Vende;100.87 m²;74.8 m²;2;2;;;;;2020 años;;Cocina,;;3;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478802990-casa-padron-unico-proxima-a-osorio-y-laguna-_JM#position=30&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Osorio 1338, Pocitos;U$S;235.000;Casa padrón único próxima a Osorio y Laguna. Terreno de 80 m2. 96 m2 edificados más 64 m2 de terrazas aproximadamente. Muy buen estado general. Comodidades:Amplio living comedor muy iluminado con buenas ventanas a la calle. Pisoflotante. Estufa a leña. 2 dormitorios originalmente en planta baja, más habitación tipo dormitorios/estar/escritorio en planta alta. Actualmente los 2 dormitorios de planta baja fueron unidos dejando un gran ambiente de 20 m2 aprox. con pisos de madera de tabla larga, y ventanas al exterior y patio interno. Tercer dormitorio o escritorio o estar en planta alta con piso de madera y salidas a terrazas. Baño en suite. 2 baños. Uno completo con mampara reciclado en 2008 aprox. Otro en planta alta a reciclar. Cocina cómoda con ventanas al exterior con placares bajo mesada.	Patio interno con techo de rejas doble. Amplia terraza con piso de layota y parrillero. Aberturas de madera con rejas. Propiedad muy cálida, iluminada y ventilada. Venta U$S 235.000.-	Negociable. Permuta. Los datos, disponibilidad y vigencia de las propiedades	pueden variar y/o no ser exactos. Los mismos son publicados a modo dereferencia y deberán ser confirmados.;Pocitos, Montevideo;Vende;160 m²;96 m²;2;2;;;;;;;Cocina,Patio,Living,Terraza,;;;Norte;;;;;;;;;;
https://inmueble.mercadolibre.com.uy/MLU-478715153-venta-de-llave-panaderia-_JM#position=31&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Solano Lopez Esq. Rivera 1111, Buceo;U$S;135.000;Venta de llave de una de las Panaderías más prestigiosas y con mayor clientela del Buceo.Solano Lopez y RiveraUbicada en un punto estratégico del barrio, con gran circulación de publico y próximo a uno de los desarrollos inmobiliarios más importantes de la zona.Dispone de toda la maquinaria necesaria para la producción, en excelente estado.Muy buena facturación diaria. Se vende por retiro de los propietarios.;Buceo, Montevideo;Vende;;;;;;;;;;;;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478745300-venta-casa-2-dormitorios-penarol-_JM#position=32&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Volta 4842/01 Esquina Fulton, Peñarol;U$S;59.000;Compartimos esta propiedad con otras inmobiliariasVolta 4842 unidad 01, esquina FultonInversión US$: 59.000,00Renta mensual $U: 12.500,00 Renta anual %: 5.91Superficie Apartamento: 30m2 Apartamento tipo casa a estrenar dos dormitorios muy luminosos, uno de ellos con gran ventana con rejas.Entrada independiente por calle VoltaBaño muy lindo revestimiento a nuevo con pisos cerámicos con buena ventilaciónCocina integrada con placar bajo mesada y extractorLuminosidad muy buenaPuerta semiblindadaCortinas con black out  Patio de uso exclusivo, amplio, con conexión para lavarropaGastos Comunes $U700Acepta mascotas Los datos fueron proporcionados por los propietarios, lo cual exime a Propiedades & Inversiones de cualquier tipo de responsabilidadComisión Propiedades & Inversiones para ventas: 3% + IVAPara coordinar visitas llamar de 9:00 a 17:00 horas al teléfono 091623545 o 29037490Quedamos a las órdenesPropiedades & InversionesTel/Fax 2903 7490Cel. 091 623545San José 1172 - Frente a Plaza CaganchaMontevideo Uruguaywww.propiedadesinversiones.com.uy;Peñarol, Montevideo;Vende;30 m²;30 m²;2;1;1;;;;0 años;700 UYU;Cocina,Patio,;;2;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478795526-casa-duplex-ph-carrasco-norte-3-dormitorios-cochera-_JM#position=33&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Maximo Tajes 1111, Carrasco;U$S;205.000;Casa Dúplex (dos plantas) en Carrasco Norte de 3 dormitorios con cochera, patio y parrillero exclusivos.Ubicado en zona tranquila, arbolada, cerca del colegio Jesús María y también del Devoto de Av. Italia y Santa Mónica. Propiedad horizontal de 4 unidades.La propiedad esta en buenas condiciones, con cocina y baños de época, los 3 dormitorios son muy iluminados e incluyen placares empotrados (2 de ellos tienen aire acondicionado). Los pisos del living son de baldosa y el de los dormitorios de parquet, ambos se encuentran en buen estado.El living se encuentra separado en dos ambientes, uno como living comedor y el otro como sala de estar con estufa a leña. Patio exclusivo de 60 metros cuadrados con espacios verdes y parrillero. La zona del parrillero tiene piso de granito y el techo exterior es ajustable para mayor iluminación natural.El baño principal se encuentra en el segundo piso y el de servicio en planta baja.Escalera espaciosa con un descanso de buen tamaño.Cochera amplia para un vehículo.Todas las aberturas tienen rejas y persianas en PVC. Datos Adicionales:Gastos comunes de $ 2.500Contribución Inmobiliaria anual 2020 $ 12.369.Impuesto a primaria anual 2020 $ 5.159.Galería de fotos completa en:ANSINAPROPIEDADES.COMVENDE ANSINA PROPIEDADESTrabajamos los 7 días de la smana!;Carrasco, Montevideo;Vende;100 m²;80 m²;3;2;2;;;Lateral;26 años;2500 UYU;Cocina,Jardín,Patio,Living,Comedor,Baño social,;1;;Este;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478709457-apto-2-dorm-en-complejo-cerrado-con-servicios-_JM#position=34&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Alamos De Carrasco 600, Carrasco Norte;U$S;260.000;"Contacto: Silvina Pose - MLS ID # 940061017-45Apartamento ubicado en el complejo Alamos de Carrasco, Torre D entrada sobre Alamos frente a portería con vigilancia las 24 hs. Se ubica en un tercer piso y cuenta con una plaza de garaje subterráneo de uso exclusivo con su loker correspondiente.  Desarrollado en 92 mts2 construidos de sólidos materiales y en muy buen estado de conservación y mantenimiento. Distribuido en un amplio living comedor, con importantes ventanales que dan hacia área verde y espacios recreativos del complejo, y del cual se accede a terraza. Cocina definida, con mueble bajo y sobre mesada completa con electrodomésticos como lavavajilla, cocina a gas, heladera con frezer y caldereta a gas para baño y cocina; terraza lavadero. Cuenta con 2 dormitorios de grandes dimensiones, uno de ellos en suite; ambos con grandes ventanales que le dan gran luminosidad, baño principal y toilet. El complejo posee Piscina, Gimnasio, Sauna, Jacuzzi, Sala de máquina de lavado, áreas recreativas para los más chicos y 2 barbacoas totalmente equipadas. Perímetro cercado, área totalmente vigilada las 24hs, portería física y cámaras de seguridadSe ubica en un tercer piso y cuenta con una plaza de garaje subterráneo de uso exclusivo con su loker correspondiente  Toda la información y medidas provista por el Agente Inmobiliario son aproximadas y podrán ratificarse con la documentación pertinente.";Carrasco Norte, Montevideo;Vende;100 m²;92 m²;2;2;;;;;11 años;15000 UYU;Baño social,;1;6;;266319;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478740011-venta-apartamento-2-dormitorios-goes-montevideo-i-_JM#position=35&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Av. Gral. Flores 2800, La Comercial;U$S;99.000;Dirección: Av. Gral. Flores esq. GaribaldiGastos comunes: $2.400Living comedor2 DormitoriosCocina definida con terraza lavaderoBaño completo¡Síguenos en nuestras redes sociales!Instagram: https://www.instagram.com/renovapropiedadesuy/Facebook: https://www.facebook.com/Renovapropiedades/ Renova PropiedadesContacto 096 237 643 - Juan Ignaciojuanignacio@renovapropiedades.com;La Comercial, Montevideo;Vende;48 m²;48 m²;2;1;;;;Frente;;2400 UYU;Cocina,Jardín,Comedor,Terraza,;;;Este;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478814543-venta-apartamento-3-dormitorios-servicio-3-banos-centro-a-_JM#position=36&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;18 De Julio 1100, Centro;U$S;135.000;18 de Julio esq. Río NegroApartamento en piso alto al frente desarrollado en 99m².- Living comedor al frente- Cocina definida con Comedor definido - 2 Dormitorios + Dormitorio de Servicio- 3 BañosContribución Anual: $ 18.000Primaria Anual: $ 6.000Gastos comunes: $ 11.000Incluye: Portería, Calefacción, Luz y limpieza de pasillos, Saneamiento y OSE.Video: https://youtu.be/dTdwHPjKCdg¡Síguenos en nuestras redes sociales!Instagram: https://www.instagram.com/renovapropiedadesuy/Facebook: https://www.facebook.com/Renovapropiedades/Renova PropiedadesContacto 097 136 094 - Adrián Patronerenovapropiedadesuy@gmail.com;Centro, Montevideo;Vende;99 m²;99 m²;2;3;;;;;;11000 UYU;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478738229-pocitos-venta-2-dorm-parrillero-usd-150000-_JM#position=37&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Zona De Cnel. Alegre Y Gestido Sn, Pocitos;U$S;150.000;POCITOS APARTAMENTO EN VENTA: 2 dormitorios, living comedor, cocina integrada, baño completo con mampara, posibilidad de tercer dormitorio o estudio, azotea de uso exclusivo con parrilleroGastos comunes: 1.500 pesos Zona de Cnel. Alegre y GestidoUSD 150.000 099 926 196 Whatsapp#barriopocitos #pocitos;Pocitos, Montevideo;Vende;65 m²;65 m²;2;1;;;;;;;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478717274-espectacular-apartamento-1-dormitorio-a-estrenar-_JM#position=38&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Francisco Llambi 1341, Pocitos;U$S;126.000;Apartamento De 1 dormitorio Unidad 101Características:*Orientación Este-Oeste*Muros de obra tradicional*Amplias aberturas de aluminio Piso de listones símil madera en cocina, estar y dormitorio Piso de *porcelanato en baño*Placares bajo y sobre mesada de cocina en melánico*Mesada de cocina en granito*Pre-instalación de Aire Acondicionado y Lavavajillas*Baulera en planta baja (Cochera opcional)El edificio LL Inhouse se ubica en la calle Francisco Llambí, en el corazón del barrio Pocitos, cercano a las principales vías de comunicación, pero en un entorno de gran tranquilidad. Por su ubicación privilegiada, se encuentra rodeado de todas las comodidades, a unas pocas cuadras de uno de los principales shoppings de Montevideo y cercano a la rambla, el espacio público más lindo de la ciudad.El proyecto cuenta con 5 exclusivas unidades,desarrolladas en 4 niveles (planta baja, dos plantas de apartamentos y un rooftop)Cuenta, además, con garage disponibles y bauleras , pensadas para ampliar lacomodidad de las unidades.Ven a conocerlo y enamórate de tu nueva vida.;Pocitos, Montevideo;Vende;62.06 m²;51 m²;1;1;;;;;1 años;;Cocina,;;2;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478716602-apartamento-2-dormitorios-en-malvin-_JM#position=39&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Almiron 5360, Malvin;U$S;270.000;"Venta apartamento en edificio de diseño moderno/minimalista, en zona residencial de malvin; estrenado en 2015. Excelentes terminaciones y materiales de la mejor calidad.El apartamento está en un segundo piso, (con ascensor), al frente. Cuenta con dos dormitorios, uno en suite y otro baño completo.Los dos dormitorios con placares y ventanas grandes. Gran living comedor con cocina integrada (separada por barra). Ventanal a la calle que aporta mucha luz. Todos los ambientes tienen aire acondicionado  instalado y loza radiante individual (por sector) eléctrica. Terraza lavadero con conexión para calefon y lavarropa . Amplio balcón con vista al frente. Cochera techada para 1 auto. Barbacoa con parrillero de uso común en planta baja. Comunicarse al 099123657 para agendar visita .";Malvin, Montevideo;Vende;86 m²;80 m²;2;2;;;;;;;;1;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478817281-venta-apartamento-en-carrasco-470000-_JM#position=40&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Lieja, Carrasco;U$S;470.000;Apartamento en buen punto de Carrasco. Living comedor amplio con salida a cómoda terraza al frente, estar con salida a terraza con parrillero al fondo. 3 dormitorios, el principal en suite con salida a terraza, otro baño completo para los restantes 2 dormitorios. Cocina conectada con estar y terraza lavadero y servicio completo.Calefacción central a gas.Garage para 2 autos y box individual. Portería, alarma perimetral.Gastos comunes 22000 $, incluída la calefacción.145 m2 interiores, 25 m2 de terrazas;Carrasco, Montevideo;Vende;180 m²;145 m²;3;3;;;;;1993 años;22000 UYU;Cocina,;2;3;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478763166-venta-apartamento-1-dormitorio-pocitos-nuevo-a-estrenar-_JM#position=41&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Echevarriarza 3890, Pocitos Nuevo;U$S;163.000;Divino apartamento a estrenar. Living comedor con cocina semi integrada, baño social ( con lugar para lavarropas), dormitorio en suite, buen placard.Muy buenas terminaciones. El apartamento se entrega con aire acondicionado inverter en el living y dormitorio. Cocina con anafe, campana y horno eléctrico.Tenemos llaves.En el último piso hay tres parrilleros abiertos de uso común.;Pocitos Nuevo, Montevideo;Vende;45 m²;45 m²;1;2;4;3;4;Lateral;;3780 UYU;Cocina,Dormitorio en suite,Living,Comedor,Baño social,;;;Oeste;Departamento;;;;;;;;;
https://inmueble.mercadolibre.com.uy/MLU-478738371-chacra-35-has-con-dos-casas-en-paso-de-la-arena-_JM#position=42&type=item&tracking_id=4be564ba-655e-4bd0-a54d-073f0a0fe38a;Camino Manuel M Flores 10200, Paso De La Arena;U$S;139.000;"Contacto: Fernando La Paz - MLS ID # 940041117-4Se vende chacra de 3,5 hectáreas de suelo productivo con un Indice Coneat 138Cuenta con dos viviendas independientes, la primera con 2 dormitorios, cocina, comedor, living con estufa a leña y baño; la segunda de 1 dormitorio, cocina, comedor, living y baño. Tiene aljibe de agua manantial junto a la primer vivienda y dispone de energía eléctrica de UTE y agua potable de OSE.El suelo de buena productividad, índice CONEAT 138, brinda muchas posibilidades de cosechas y uso de la tierra.El mismo está en pequeña pendiente en bajada hacia el fondo donde se encuentra el paso de una cañada con agua permanente y de otro lado una pequeña área en pendiente hacia arriba, que conforma el padrón. (se observa extensión y paso de la cañada en foto aérea en las imágenes publicadas)Está ubicada en la zona de Paso de la Arena a 1.4 km de Ruta 1 y 2,5 km del Pueblo Santiago Vázquez. A 13 km de la Unidad Agroalimentaria de Montevideo, 12,5 km del empalme de Ruta 1 con Ruta 5; 14,7 km del empalme con Rute 5 y Ruta 102 y a 22 km del centro de Montevideo.Excepcional punto para múltiples propósitos de inversión, explotación del suelo, cría de animales, construcción de viviendas, actividad Logística, creación de parque privado acondicionando y dando buen entorno al paso de la cañada de agua permanente utilizando la totalidad del predio, entre tantos otros fines.Falta regularización de las viviendas. No acepta BancoNo dude en consultar y visitarla.No se permuta. Se escuchan ofertas contado.  Toda la información y medidas provista por el Agente Inmobiliario son aproximadas y podrán ratificarse con la documentación pertinente.";Paso De La Arena, Montevideo;Vende;90 m²;90 m²;;;;;;;51 años;;;;;;;;;;;;;;;
